CLAVE_CASILLA|CLAVE_ACTA|ID_ESTADO|ESTADO|ID_DISTRITO_LOCAL|DISTRITO_LOCAL|SECCION|ID_CASILLA|TIPO_CASILLA|EXT_CONTIGUA|UBICACION_CASILLA|TIPO_ACTA|TOTAL_BOLETAS_SOBRANTES|TOTAL_PERSONAS_VOTARON|TOTAL_REP_PARTIDO_CI_VOTARON|TOTAL_VOTOS_SACADOS|PAN|PRI|PRD|PVEM|PT|MC|MORENA|MAS|CXQROO|FXMQROO|CAND_IND_1|C_PAN_PRD_CQROO|C_PAN_PRD|C_PAN_CQROO|C_PRD_CQROO|C_PVEM_PT_MORENA_FXMQROO|C_PVEM_PT_MORENA|C_PVEM_PT_FXMQROO|C_PVEM_MORENA_FXMQROO|C_PT_MORENA_FXMQROO|C_PVEM_PT|C_PVEM_MORENA|C_PVEM_FXMQROO|C_PT_MORENA|C_PT_FXMQROO|C_MORENA_FXMQROO|NO_REGISTRADOS|NULOS|TOTAL_VOTOS_ASENTADO|TOTAL_VOTOS_CALCULADO|LISTA_NOMINAL|REPRESENTANTES_PP_CI|OBSERVACIONES|CONTABILIZADA|MECANISMOS_TRASLADO|CODIGO_INTEGRIDAD|FECHA_HORA_ACOPIO|FECHA_HORA_CAPTURA|FECHA_HORA_VERIFICACION|ORIGEN|DIGITALIZACION|TIPO_DOCUMENTO
"=""230409C0200"""|230409C020002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""409"""|2|C|0|2|2|410|143|7|150|3|11|SIN DATO|36|26|11|48|2|2|2|-|1|1|0|0|0|0|0|0|0|0|3|0|1|0|1|0|2|150|150|540|7|ALGUN DATO ILEGIBLE O SIN DATO|1|D|74116292d7950ed671349cb7fbc08e1fa76844fbd3a9d3c6e07cf8367d2c9741|2022-06-05 21:14:11|2022-06-05 21:24:52|2022-06-05 21:31:51|CASILLA|MOVIL|ACTA PREP
"=""230414B0100"""|230414B010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""414"""|1|B|0|2|2|294|255|4|255|17|2|4|40|24|17|90|11|1|17|-|1|3|0|0|3|0|0|0|0|1|10|0|2|0|0|0|12|255|255|529|4||1|F|1b94aad11b932b847f010c1e445c97f17a39d18d12d49e53dab15390ba0d0700|2022-06-05 23:56:43|2022-06-06 00:07:36|2022-06-06 00:22:05|CASILLA|MOVIL|ACTA PREP
"=""230414C0100"""|230414C010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""414"""|1|C|0|2|2|294|250|4|254|29|4|10|38|29|11|78|9|0|15|-|2|2|0|0|0|1|1|0|0|0|13|0|3|0|1|0|8|254|254|528|4||1|F|2a569c73474a5f92d44f243e8ad5b794e00ce702eb3995cd9b1f870fe9038072|2022-06-06 04:22:00|2022-06-06 05:08:51|2022-06-06 05:41:20|CATD|ESCANER|ACTA PREP
"=""230415B0100"""|230415B010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""415"""|1|B|0|2|2|345|381|3|384|25|10|9|97|19|12|134|35|4|7|-|0|0|0|0|0|3|0|0|0|0|14|0|3|0|0|0|9|384|381|709|3||1|F|8dbbbc50b5197e8294726962a46a1ec3f3ced3b7583ca6de5a147c2d2576b6ea|2022-06-05 22:35:33|2022-06-05 22:51:35|2022-06-05 23:02:54|CASILLA|MOVIL|ACTA PREP
"=""230415C0100"""|230415C010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""415"""|1|C|0|2|2|350|377|1|378|23|14|9|93|24|13|116|37|4|3|-|1|0|0|0|0|2|0|0|0|3|20|0|3|0|0|0|13|378|378|708|1||1|F|89a5fcea59948af28820b6da2a59b5255301749882cccec5cdb461eab86101b6|2022-06-05 21:59:18|2022-06-05 22:13:17|2022-06-05 22:19:46|CASILLA|MOVIL|ACTA PREP
"=""230415E0100"""|230415E010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""415"""|1|E|0|2|2|215|239|1|240|17|4|5|77|9|11|49|16|3|13|-|1|0|0|0|0|1|0|0|0|1|13|0|5|0|1|0|14|240|240|435|1||1|F|2701d7506fe8929f690859b583f1cd128c73977a10295a851f354471258dd551|2022-06-05 21:03:48|2022-06-05 20:10:21|2022-06-05 20:15:31|CASILLA|MOVIL|ACTA PREP
"=""230416B0100"""|230416B010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""416"""|1|B|0|2|2|188|294|4|298|20|16|5|94|7|5|69|35|6|3|-|4|0|0|0|17|0|0|0|0|0|0|0|0|0|0|0|17|298|298|466|4||1|F|d0b46c9f68811d4a838e6d4a1e054089b2504f50a108138fcd6e20be6dfefa9c|2022-06-05 22:33:27|2022-06-05 22:44:16|2022-06-05 22:50:09|CASILLA|MOVIL|ACTA PREP
"=""230416C0100"""|230416C010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""416"""|1|C|0|2|2|198|283|4|287|34|5|8|88|22|8|51|35|3|3|-|0|1|0|0|0|1|0|0|0|1|15|0|0|0|0|0|12|287|287|465|4||1|F|3fffcb444730f4c313ab839384a3484e2b800a33c00c43e1badee2ca67800ef3|2022-06-05 22:33:36|2022-06-05 22:55:16|2022-06-05 23:13:00|CASILLA|MOVIL|ACTA PREP
"=""230417B0100"""|230417B010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""417"""|1|B|0|2|2|361|288|6|294|39|11|23|35|11|7|100|22|8|8|-|0|3|1|0|0|2|0|0|0|0|8|0|2|0|1|0|13|294|294|635|6||1|F|f37e8984a650aebd71ef732ce54e3d85df708524c7c0af3891eadc1c0af1b232|2022-06-05 23:54:35|2022-06-06 00:02:02|2022-06-06 00:20:31|CASILLA|MOVIL|ACTA PREP
"=""230417C0100"""|230417C010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""417"""|1|C|0|2|2|340|308|7|315|61|12|27|36|13|9|102|16|10|7|-|0|5|1|0|0|0|0|0|0|0|1|0|0|0|0|0|15|315|315|635|7||1|F|a648f8851ba16e7d698a62cbf9e3c2acb156289f1c8cd66a1945e5e77afbef65|2022-06-05 23:27:28|2022-06-05 23:43:22|2022-06-06 00:01:17|CASILLA|MOVIL|ACTA PREP
"=""230418B0100"""|230418B010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""418"""|1|B|0|2|2|409|355|0|344|31|9|17|72|15|40|118|24|3|0|-|1|3|0|0|0|2|0|0|0|1|11|0|2|0|0|0|6|344|355|744|0||1|F|d2d1deef4e21c5c40dc0608f073cf89f0b8047cf89663b8de69208b581a3730a|2022-06-05 23:10:08|2022-06-05 23:37:25|2022-06-05 23:57:23|CASILLA|MOVIL|ACTA PREP
"=""230418C0100"""|230418C010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""418"""|1|C|0|2|2|SIN DATO|SIN DATO|SIN DATO|354|33|10|27|88|7|32|90|16|4|3|-|1|1|0|0|1|2|0|0|0|3|16|1|1|0|1|0|17|354|354|743|0||1|F|b843c6dabb0358327072ed4091ba73eb4affd3caed998fd2e2825133d7e3c0fa|2022-06-05 23:06:47|2022-06-05 23:28:31|2022-06-05 23:49:16|CASILLA|MOVIL|ACTA PREP
"=""230419B0100"""|230419B010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""419"""|1|B|0|2|2|338|337|1|373|28|5|22|78|15|40|93|20|10|31|-|SIN DATO|6|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|15|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|10|373|373|633|1|ALGUN DATO ILEGIBLE O SIN DATO|1|F|938837e188f5b01a1cd712846ec5c167db8af790c04d50f29a8e8726101c3a01|2022-06-05 21:46:59|2022-06-05 22:00:23|2022-06-05 22:03:01|CASILLA|MOVIL|ACTA PREP
"=""230419C0100"""|230419C010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""419"""|1|C|0|2|2|SIN DATO|275|2|SIN DATO|22|9|14|65|15|27|73|15|3|2|-|0|ILEGIBLE|ILEGIBLE|ILEGIBLE|ILEGIBLE|ILEGIBLE|ILEGIBLE|ILEGIBLE|ILEGIBLE|ILEGIBLE|ILEGIBLE|ILEGIBLE|ILEGIBLE|ILEGIBLE|ILEGIBLE|ILEGIBLE|ILEGIBLE|SIN DATO|245|632|2|ALGUN DATO ILEGIBLE O SIN DATO|1|F|cbecf31a78e8a2e597bfd1b368e8838d32b454829c6f30199e9cd942e29b5016|2022-06-05 22:18:36|2022-06-05 22:40:45|2022-06-05 22:51:51|CASILLA|MOVIL|ACTA PREP
"=""230419C0200"""|230419C020002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""419"""|2|C|0|2|2|313|339|0|339|27|13|11|94|25|28|89|17|7|3|-|2|3|0|0|0|0|0|0|0|0|10|0|2|0|0|0|9|339|340|632|0||1|F|c721a90065e21416fe27aa3760ff81764fb6a9af0257b3fe93eaee484c1709fc|2022-06-05 22:09:28|2022-06-05 22:27:27|2022-06-05 22:30:41|CASILLA|MOVIL|ACTA PREP
"=""230420B0100"""|230420B010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""420"""|1|B|0|2|2|364|381|3|381|60|9|38|58|19|9|125|16|1|8|-|3|0|1|0|0|2|0|0|0|9|0|0|4|1|0|18|18|381|399|725|3||1|F|64b1ada73ab2be53198eb2e3a587daed4e503a10bb60a58595c68f6222387b36|2022-06-05 21:32:14|2022-06-05 21:47:50|2022-06-05 21:55:45|CASILLA|MOVIL|ACTA PREP
"=""230420E0100"""|230420E010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""420"""|1|E|0|2|2|358|397|10|397|32|14|12|110|20|19|92|16|3|4|-|SIN DATO|1|0|0|0|0|0|0|0|0|55|0|0|0|0|0|19|397|397|735|10|ALGUN DATO ILEGIBLE O SIN DATO|1|F|2eee457420681207bf6ae330384be8092b26bc48ac20e846e9f47018c48d9939|2022-06-05 23:06:52|2022-06-05 23:35:26|2022-06-05 23:55:42|CASILLA|MOVIL|ACTA PREP
"=""230420E0200"""|230420E020002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""420"""|2|E|0|2|2|323|259|9|268|21|7|15|38|5|20|106|16|1|5|-|1|1|1|0|1|0|0|0|0|1|14|0|1|0|0|0|14|268|268|571|9||1|F|af481cb397b1e4181e93a56ff0c7a60ca23a714e08a37791b780d1d6c35c930c|2022-06-05 21:27:27|2022-06-05 20:32:10|2022-06-05 20:36:33|CASILLA|MOVIL|ACTA PREP
"=""230430B0100"""|230430B010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""430"""|1|B|0|2|2|328|410|1|411|46|4|42|72|9|21|151|14|6|2|-|3|4|0|1|1|1|0|0|1|0|17|0|1|0|1|0|14|411|411|719|1||1|F|54925e446eb1957f9c453385e6ec00a55d6bb0f96ac737234798c03b0c934afe|2022-06-06 04:25:00|2022-06-06 05:26:06|2022-06-06 05:59:19|CATD|ESCANER|ACTA PREP
"=""230431B0100"""|230431B010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""431"""|1|B|0|2|2|292|287|1|288|25|9|25|40|14|4|115|15|3|3|-|2|3|0|0|0|0|0|0|0|0|9|0|1|0|0|0|9|288|277|560|1||1|F|87212833406e37d73bc57ad72f2107d7487c7381ab4e59c0e8f320e43c7e479e|2022-06-06 04:25:00|2022-06-06 05:34:04|2022-06-06 06:23:36|CATD|ESCANER|ACTA PREP
"=""230431C0100"""|230431C010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""431"""|1|C|0|2|2|293|286|1|287|21|4|27|37|17|15|124|10|8|1|-|2|4|0|0|0|1|0|0|0|0|3|1|1|0|0|0|11|287|287|560|1||1|F|511fdbfeb8781cb91da8af34afd7ebfbfa7f1787fd75af844d3713f47311a4a4|2022-06-06 04:25:00|2022-06-06 05:25:11|2022-06-06 06:17:16|CATD|ESCANER|ACTA PREP
"=""230432B0100"""|230432B010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""432"""|1|B|0|2|2|SIN DATO|SIN DATO|SIN DATO|SIN DATO|16|19|29|53|19|38|150|30|0|5|-|2|3|0|1|0|2|0|0|0|1|5|0|2|0|0|0|25|SIN DATO|400|712|0||1|F|36b4e499c4dc85c82a839139322dec6a5fb4bf2ecd69ab001885c7c915c4b173|2022-06-06 04:25:00|2022-06-06 05:28:46|2022-06-06 06:16:14|CATD|ESCANER|ACTA PREP
"=""230433B0100"""|230433B010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""433"""|1|B|0|1|2|246|294|5|299|24|6|46|34|26|33|101|6|3|2|-|0|3|0|0|0|0|0|0|0|0|5|0|0|0|0|0|10|299|299|525|5||1|F|84389706607852bd16a969dcf221c6077efa0db68fe649a683c8ff6aaee3fc0b|2022-06-05 22:04:11|2022-06-05 22:17:46|2022-06-05 22:22:56|CASILLA|MOVIL|ACTA PREP
"=""230433C0100"""|230433C010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""433"""|1|C|0|1|2|SIN DATO|276|270|268|SIN DATO|7|59|30|24|19|80|15|3|2|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|276|248|525|6|ALGUN DATO ILEGIBLE O SIN DATO|1|F|25e4fe2804e7518ccdbe0eb5dff3db11dd4648b13c336274b37ffb371d7cd84f|2022-06-06 04:25:00|2022-06-06 05:45:47|2022-06-06 06:25:05|CATD|ESCANER|ACTA PREP
"=""230433C0200"""|230433C020002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""433"""|2|C|0|1|2|276|259|2|278|32|4|51|21|8|28|69|21|0|3|-|0|1|0|0|0|0|1|0|0|0|7|0|13|1|0|0|0|278|260|525|2||1|F|72383c4e1324b65dbcc34f00f6ae4fc646655fb258e5bf4b352f60324b2e6017|2022-06-05 20:55:56|2022-06-05 21:07:23|2022-06-05 21:16:50|CASILLA|MOVIL|ACTA PREP
"=""230434B0100"""|230434B010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""434"""|1|B|0|2|2|96|51|5|56|6|0|7|7|2|5|13|7|4|0|-|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|4|56|56|132|5|ALGUN DATO ILEGIBLE O SIN DATO|1|F|2146b6963343e4157398da962ef12edaddab23b3ddb2a151a572cfe84d5c42f1|2022-06-06 04:25:00|2022-06-06 05:40:47|2022-06-06 06:22:25|CATD|ESCANER|ACTA PREP
"=""230435B0100"""|230435B010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""435"""|1|B|0|1|2|344|298|7|305|13|4|17|42|6|47|116|24|3|2|-|SIN DATO|1|SIN DATO|1|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|6|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|21|305|305|629|7|ALGUN DATO ILEGIBLE O SIN DATO|1|F|20fc78fac5eeb6ce343b43066e80f840f79d1574c60692636ef34207222e9183|2022-06-06 04:25:00|2022-06-06 05:23:16|2022-06-06 05:47:51|CATD|ESCANER|ACTA PREP
"=""230436B0100"""|230436B010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""436"""|1|B|0|2|2|263|236|6|242|14|2|26|28|12|19|91|11|3|2|-|1|2|0|0|0|1|0|0|0|1|13|0|2|0|1|0|13|242|242|485|6||1|F|41d8f6a146648c76a6f26b7e04b504b04e93c4409e74711bfa143bd205e45ad5|2022-06-06 04:25:00|2022-06-06 05:19:41|2022-06-06 06:19:13|CATD|ESCANER|ACTA PREP
"=""230436C0100"""|230436C010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""436"""|1|C|0|2|2|306|191|8|SIN DATO|16|2|28|6|7|20|72|13|2|SIN DATO|-|SIN DATO|3|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|8|SIN DATO|5|SIN DATO|SIN DATO|SIN DATO|10|SIN DATO|192|484|2|ALGUN DATO ILEGIBLE O SIN DATO|1|F|4e0e1e7155d28240943bb013a38e79d94792b237d519c46f60803835ee0b5084|2022-06-06 04:25:00|2022-06-06 05:26:55|2022-06-06 06:12:55|CATD|ESCANER|ACTA PREP
"=""230437B0100"""|230437B010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""437"""|1|B|0|1|2|349|352|6|SIN DATO|19|2|36|30|14|38|123|21|6|6|-|5|3|0|0|0|2|0|0|0|1|24|0|3|0|2|0|11|0|346|681|6||1|F|724e6eaa520c18974ecffbdab0c4562d6408b11bf2770b91bf2cdc78389c65f1|2022-06-06 04:25:00|2022-06-06 05:13:13|2022-06-06 05:52:19|CATD|ESCANER|ACTA PREP
"=""230437C0100"""|230437C010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""437"""|1|C|0|1|2|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|680|SIN ACTA|SIN ACTA POR PAQUETE ENTREGADO SIN BOLSA|0|F||N/A|N/A|N/A|CATD||
"=""230438B0100"""|230438B010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""438"""|1|B|0|2|2|350|356|5|366|28|2|72|40|5|28|147|10|0|0|-|0|6|0|0|0|1|0|0|0|0|10|0|0|0|7|0|10|366|366|696|5||1|F|d325f30e43b81aa067ad75cb3d42e0e3fc04732e2d15c3f355d95a6f329a686e|2022-06-06 04:25:00|2022-06-06 05:19:05|2022-06-06 05:56:25|CATD|ESCANER|ACTA PREP
"=""230438C0100"""|230438C010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""438"""|1|C|0|2|2|371|344|1|345|24|3|56|33|4|35|126|15|5|3|-|4|0|0|0|25|0|0|0|0|0|0|0|0|0|0|0|12|345|345|696|1||1|F|eb94861cf159d234e6ee00caa20fd60595555c256c02e6477a98a6be0e327fd0|2022-06-06 00:07:39|2022-06-06 00:37:33|2022-06-06 00:43:06|CASILLA|MOVIL|ACTA PREP
"=""230439B0100"""|230439B010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""439"""|1|B|0|2|2|298|260|2|264|18|8|30|40|15|11|87|16|2|5|-|2|2|0|0|0|0|0|0|0|0|2|1|0|0|0|0|25|264|264|540|2||1|F|3e92a38566e67c7342cd9004369286749d76927fe2a06b6fb087acf421dc9adb|2022-06-05 22:35:16|2022-06-05 22:49:10|2022-06-05 23:06:41|CASILLA|MOVIL|ACTA PREP
"=""230439C0100"""|230439C010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""439"""|1|C|0|2|2|296|262|2|264|18|6|27|26|13|5|109|12|5|4|-|1|1|1|0|0|0|0|0|0|1|8|0|0|0|0|0|27|264|264|540|2||1|F|8ee29c4d2743c347b5145bd6921bd432ee7c8f76f1bc33005d01d3c7f3adba11|2022-06-05 22:13:05|2022-06-05 22:38:47|2022-06-05 22:53:24|CASILLA|MOVIL|ACTA PREP
"=""230439C0200"""|230439C020002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""439"""|2|C|0|2|2|294|264|0|264|15|7|37|28|11|6|112|9|1|3|-|2|1|0|0|0|1|0|0|0|1|11|0|1|0|0|1|17|264|264|539|0||1|F|ac7e384a31c229ceeb2d9f2f31c03cbd44ffcb222ede0f23dc300d07e5b7798f|2022-06-05 21:51:13|2022-06-05 22:13:39|2022-06-05 22:16:15|CASILLA|MOVIL|ACTA PREP
"=""230440B0100"""|230440B010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""440"""|1|B|0|2|2|181|215|1|216|18|8|35|41|8|8|51|13|1|2|-|1|2|0|0|0|1|0|0|0|0|0|3|0|0|0|0|16|216|208|377|1||1|F|178b0e32f5a04e50ff72791d7ae1182550ee74c351906e123c0b522889f76930|2022-06-05 21:10:21|2022-06-05 21:44:50|2022-06-05 21:48:02|CASILLA|MOVIL|ACTA PREP
"=""230440C0100"""|230440C010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""440"""|1|C|0|2|2|183|212|1|212|21|6|43|44|0|3|51|22|0|0|-|0|3|0|0|0|0|0|0|0|0|8|0|0|0|0|0|7|212|208|376|1||1|F|26e010cafa18ad3a209d1214a50b734901fef39b74562daa5e38170404efab67|2022-06-05 21:10:31|2022-06-05 21:28:31|2022-06-05 21:37:42|CASILLA|MOVIL|ACTA PREP
"=""230441B0100"""|230441B010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""441"""|1|B|0|2|2|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|672|SIN ACTA|SIN ACTA POR PAQUETE ENTREGADO SIN BOLSA|0|F||N/A|N/A|N/A|CATD||
"=""230441C0100"""|230441C010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""441"""|1|C|0|2|2|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|671|SIN ACTA|SIN ACTA POR PAQUETE ENTREGADO SIN BOLSA|0|F||N/A|N/A|N/A|CATD||
"=""230442B0100"""|230442B010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""442"""|1|B|0|2|2|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|266|SIN ACTA|SIN ACTA POR PAQUETE ENTREGADO SIN BOLSA|0|F||N/A|N/A|N/A|CATD||
"=""230443B0100"""|230443B010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""443"""|1|B|0|2|2|291|347|7|347|20|11|21|90|23|18|112|11|2|2|-|SIN DATO|3|SIN DATO|SIN DATO|SIN DATO|2|SIN DATO|SIN DATO|SIN DATO|5|17|2|2|SIN DATO|SIN DATO|SIN DATO|6|347|347|649|7|ALGUN DATO ILEGIBLE O SIN DATO|1|F|ef244e72e42d21954c890a348df48704ab09d33168dc09720f3ab2f5a03f5f31|2022-06-06 01:47:56|2022-06-06 02:02:43|2022-06-06 02:17:01|CASILLA|MOVIL|ACTA PREP
"=""230444B0100"""|230444B010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""444"""|1|B|0|2|2|341|246|SIN DATO|246|23|16|16|25|5|20|102|12|2|1|-|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|15|SIN DATO|2|SIN DATO|SIN DATO|SIN DATO|7|7|246|567|0|ALGUN DATO ILEGIBLE O SIN DATO|1|F|e2264b63247e2a65ab672cd6ce7ffa9b99552f112655990cb3ad0b3a542bdbc8|2022-06-06 04:22:00|2022-06-06 04:45:30|2022-06-06 05:18:04|CATD|ESCANER|ACTA PREP
"=""230445B0100"""|230445B010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""445"""|1|B|0|2|2|86|151|9|160|6|1|2|14|20|1|64|2|3|3|-|0|0|0|0|1|0|0|0|0|1|30|0|5|0|1|0|6|160|160|226|9||1|F|ac7aee6abdca7d4221e09cae9d40e1d715737c5ccceeb9a371f6b04562782cb9|2022-06-06 04:22:00|2022-06-06 04:45:59|2022-06-06 05:19:37|CATD|ESCANER|ACTA PREP
"=""230446B0100"""|230446B010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""446"""|1|B|0|2|2|235|241|8|241|16|9|38|26|6|0|120|0|1|4|-|0|1|0|0|0|5|0|0|0|0|0|0|0|0|0|0|9|35|235|446|8||1|F|11eebcecbf51c273cb0f092d7fdbc33320493906e4bbeb25bdf7b9a7a06e9981|2022-06-06 04:25:00|2022-06-06 05:26:51|2022-06-06 06:12:08|CATD|ESCANER|ACTA PREP
"=""230446C0100"""|230446C010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""446"""|1|C|0|2|2|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|445|SIN ACTA|SIN ACTA POR PAQUETE ENTREGADO SIN BOLSA|0|F||N/A|N/A|N/A|CATD||
"=""230447B0100"""|230447B010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""447"""|1|B|0|2|2|226|166|0|166|3|12|2|26|5|11|83|12|0|1|-|0|1|0|0|0|0|0|0|0|0|6|0|1|0|0|0|3|166|166|372|0||1|F|bf9a3922f5abc875996c72ac4d53e8ff92b68443343c5b6c60edbb82b9333e78|2022-06-06 04:22:00|2022-06-06 04:46:47|2022-06-06 05:35:08|CATD|ESCANER|ACTA PREP
"=""230450B0100"""|230450B010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""450"""|1|B|0|2|2|147|106|0|106|6|15|1|16|5|6|48|1|0|0|-|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|1|5|106|106|233|0||1|F|4a06a5cdb3588e19ce67f5adf893a30f8d5fbb6c882a6e403476b5231d722a04|2022-06-06 04:22:00|2022-06-06 05:07:14|2022-06-06 05:31:45|CATD|ESCANER|ACTA PREP
